TF	Target	rank	confidence	stroke	stroke-width	stroke-dasharray
Gfi1	Rorc	0.45902	0.29278	rgb(220,161,162)	1.725	2,2
Glis1	Lif	0.45902	0.058274	rgb(218,206,206)	1.725	2,2
Glis3	Penk	-0.45902	-0.27787	rgb(157,180,228)	1.2583	2,2
Hdx	Ccdc50	0.45902	0.20452	rgb(219,178,178)	1.725	None
Hes1	Sf3b3	0.45902	0.27712	rgb(220,164,165)	1.725	2,2
Hesx1	Tmed3	0.45902	0.21474	rgb(219,176,176)	1.725	2,2
Hif1a	Arrb1	0.45902	0.79503	rgb(226, 65, 67)	1.725	2,2
Hif3a	Hspg2	-0.45902	-0.13573	rgb(188,199,222)	1.2583	2,2
Hif3a	Litaf	-0.45902	-0.091654	rgb(197,205,220)	1.2583	None
Hif3a	Prkcd	-0.45902	-0.17552	rgb(179,194,224)	1.2583	2,2
Hmg20b	Ada	-0.45902	-0.13559	rgb(188,199,222)	1.2583	None
Hmg20b	Plxnd1	0.45902	0.1301	rgb(218,192,192)	1.725	2,2
Hmx3	Tnfaip8	0.45902	0.096121	rgb(218,199,199)	1.725	2,2
Hoxd4	Rxra	-0.45902	-0.13375	rgb(188,199,222)	1.2583	2,2
Hsf1	Igf2bp3	-0.45902	-0.059553	rgb(204,209,219)	1.2583	2,2
Hsf1	Mgll	0.45902	0.071404	rgb(218,203,204)	1.725	None
Hsf2	Usp22	-0.45902	-0.12971	rgb(189,200,222)	1.2583	None
Hsf4	Auh	0.45902	0.092308	rgb(218,199,200)	1.725	2,2
Hsf4	Sav1	-0.45902	-0.13214	rgb(188,200,222)	1.2583	2,2
Hsf4	Syf2	0.45902	0.37707	rgb(221,145,146)	1.725	2,2
Ikzf3	Sorl1	0.45902	0.099694	rgb(218,198,198)	1.725	2,2
Ikzf4	Nfkb2	0.45902	0.17282	rgb(219,184,184)	1.725	None
Ikzf5	Frmd4b	0.45902	0.16528	rgb(219,185,186)	1.725	2,2
Ikzf5	Kcna3	0.45902	0.09837	rgb(218,198,198)	1.725	2,2
Irf1	Anapc1	-0.45902	-0.3603	rgb(139,169,231)	1.2583	None
Irf1	Ifit1	0.45902	0.33914	rgb(221,152,153)	1.725	None
Irf1	Nxn	-0.45902	-0.20951	rgb(172,189,225)	1.2583	2,2
Irf4	Syne1	-0.45902	-0.14244	rgb(186,198,222)	1.2583	2,2
Irf5	Psme1	0.45902	0.29875	rgb(220,160,161)	1.725	2,2
Irf7	Anxa3	0.45902	0.1036	rgb(218,197,197)	1.725	2,2
Irf7	Icam2	-0.45902	-0.099521	rgb(195,204,221)	1.2583	2,2
Irf7	Igtp	0.45902	0.11872	rgb(218,194,195)	1.725	2,2
Irf8	Pkp4	0.45902	0.28845	rgb(220,162,162)	1.725	2,2
Isl2	Ercc5	0.45902	0.090488	rgb(218,200,200)	1.725	None
Isl2	Ly6a	-0.45902	-0.15709	rgb(183,196,223)	1.2583	None
Isl2	Nln	0.45902	0.11072	rgb(218,196,196)	1.725	2,2
Jun	Got1	-0.45902	-0.058027	rgb(204,209,219)	1.2583	2,2
Jun	Trps1	0.45902	0.12009	rgb(218,194,194)	1.725	2,2
Jund	Ggta1	0.45902	0.15516	rgb(219,187,188)	1.725	2,2
Jund	Plk2	0.45902	0.33083	rgb(221,154,154)	1.725	None
Jund	Serpine2	0.45902	0.31452	rgb(220,157,158)	1.725	2,2
Klf12	Trp53i13	0.45902	0.34116	rgb(221,152,153)	1.725	None
Klf3	Gpr146	0.45902	0.19934	rgb(219,179,179)	1.725	2,2
Klf4	Gpsm2	0.45902	0.20086	rgb(219,179,179)	1.725	2,2
Klf4	Klf7	0.45902	0.21898	rgb(219,175,176)	1.725	2,2
Klf4	Tg	0.45902	0.15828	rgb(219,187,187)	1.725	2,2
Klf5	Cdk16	0.45902	0.37301	rgb(221,146,147)	1.725	2,2
Klf5	Pacs1	0.45902	0.3375	rgb(221,153,153)	1.725	2,2
Klf5	Ptprs	0.45902	0.17137	rgb(219,184,185)	1.725	2,2
Klf7	Rnh1	0.45902	0.19408	rgb(219,180,180)	1.725	2,2
Klf7	Slc38a1	-0.45902	-0.15516	rgb(183,197,223)	1.2583	2,2
Lcor	Max	0.45902	0.16161	rgb(219,186,186)	1.725	2,2
Lef1	Nrip1	0.45902	0.10036	rgb(218,198,198)	1.725	2,2
Lef1	Pvt1	0.45902	0.13623	rgb(218,191,191)	1.725	2,2
Lin54	Galm	0.45902	0.13297	rgb(218,192,192)	1.725	None
Lyl1_Tal2	Hopx	0.45902	0.13976	rgb(219,190,191)	1.725	2,2
Maf	Galnt3	0.45902	0.15928	rgb(219,187,187)	1.725	2,2
Maf	Ptp4a1	-0.45902	-0.054782	rgb(205,210,219)	1.2583	2,2
Mafb	Myo10	0.45902	0.084367	rgb(218,201,201)	1.725	2,2
Mafg	Prkch	-0.45902	-0.10165	rgb(195,204,221)	1.2583	2,2
Meis1	Dusp1	-0.45902	-0.14603	rgb(185,198,223)	1.2583	2,2
Meis1	Lactb	-0.45902	-0.29375	rgb(153,178,228)	1.2583	2,2
Meis2	Pkp4	0.45902	0.36866	rgb(221,147,147)	1.725	2,2
Mga	Guca1b	-0.45902	-0.17026	rgb(180,195,223)	1.2583	2,2
Mga	Sash3	0.45902	0.24289	rgb(220,171,171)	1.725	2,2
Mitf	Gdi1	0.45902	0.10192	rgb(218,198,198)	1.725	2,2
Mlxipl	Myd88	0.45902	0.094548	rgb(218,199,199)	1.725	2,2
Mlxipl	Runx1	0.45902	0.13468	rgb(218,191,192)	1.725	2,2
Myb	Cysltr1	0.45902	0.25581	rgb(220,168,169)	1.725	None
Myc	Basp1	-0.45902	-0.10917	rgb(193,203,221)	1.2583	None
Myc	Dram2	-0.45902	-0.30369	rgb(151,177,229)	1.2583	2,2
Myc	Rel	0.45902	0.33522	rgb(221,153,154)	1.725	2,2
Myc	Slc39a8	-0.45902	-0.044722	rgb(207,211,219)	1.2583	2,2
Myt1l	Herc4	0.45902	0.061688	rgb(218,205,205)	1.725	2,2
Nfat5	Adora2a	0.45902	0.13587	rgb(218,191,191)	1.725	2,2
Nfat5	Ctla4	-0.45902	-0.15496	rgb(183,197,223)	1.2583	2,2
Nfat5	Nfat5	0.45902	0.17316	rgb(219,184,184)	1.725	2,2
Nfat5	Oxct1	0.45902	0.12218	rgb(218,194,194)	1.725	2,2
Nfat5	Slc3a2	-0.45902	-0.092484	rgb(197,205,221)	1.2583	2,2
Nfat5	Txk	-0.45902	-0.12005	rgb(191,201,222)	1.2583	2,2
Nfatc2	Hk2	0.45902	0.16179	rgb(219,186,186)	1.725	2,2
Nfatc4	Il3	0.45902	0.14032	rgb(219,190,190)	1.725	2,2
Nfe2	Abcb1b	-0.45902	-0.126	rgb(190,200,222)	1.2583	2,2
Nfe2	Pltp	0.45902	0.074806	rgb(218,203,203)	1.725	2,2
Nfe2	Qars	0.45902	0.17767	rgb(219,183,183)	1.725	2,2
Nfe2l2	Fez2	0.45902	0.17079	rgb(219,184,185)	1.725	2,2
Nfic	Klf13	0.45902	0.11445	rgb(218,195,195)	1.725	None
Nfic	Vim	0.45902	0.20787	rgb(219,177,178)	1.725	2,2
Nfkb1	Lsp1	0.45902	0.13722	rgb(219,191,191)	1.725	2,2
Nfkb2	Gimap4	-0.45902	-0.22164	rgb(169,188,225)	1.2583	2,2
Nfkb2	Il2ra	0.45902	0.16637	rgb(219,185,186)	1.725	2,2
Nhlh1	Mmachc	-0.45902	-0.16995	rgb(180,195,223)	1.2583	2,2
Nkx3-1	Pdcd1lg2	0.45902	0.13731	rgb(219,191,191)	1.725	2,2
Npas4	B4galnt1	-0.45902	-0.12345	rgb(190,201,222)	1.2583	2,2
Nr1d2	Marveld1	0.45902	0.16792	rgb(219,185,185)	1.725	None
Nr1h2_Nr1h3	Chst15	0.45902	0.067335	rgb(218,204,204)	1.725	2,2
Nr1i3	Epcam	-0.45902	-0.11844	rgb(191,201,222)	1.2583	2,2
Nr1i3	Tgm2	0.45902	0.25356	rgb(220,169,169)	1.725	2,2
Nr3c1	Acin1	0.45902	0.25712	rgb(220,168,168)	1.725	2,2
Nr3c1	Klf2	-0.45902	-0.19617	rgb(174,191,224)	1.2583	2,2
Nr4a2	Lif	-0.45902	-0.075321	rgb(201,207,220)	1.2583	2,2
Nr4a2	Parp8	0.45902	0.30498	rgb(220,159,159)	1.725	2,2
Ovol1	Fyn	0.45902	0.063552	rgb(218,205,205)	1.725	2,2
Patz1	Ppm1d	0.45902	0.055397	rgb(218,206,207)	1.725	2,2
Pbx2	Ifitm1	0.45902	0.12897	rgb(218,192,193)	1.725	2,2
Pknox1	Gabbr1	0.45902	0.32918	rgb(221,154,155)	1.725	2,2
Pknox1	Zadh2	0.45902	0.20083	rgb(219,179,179)	1.725	2,2
Plagl2	L1cam	0.45902	0.12376	rgb(218,193,194)	1.725	2,2
Plagl2	Mical1	0.45902	0.22876	rgb(220,173,174)	1.725	2,2
Pou2af1	Cyth1	0.45902	0.050378	rgb(218,207,207)	1.725	None
Ppara	Rgs11	0.45902	0.19628	rgb(219,180,180)	1.725	2,2
Ppard	Celf2	-0.45902	-0.12744	rgb(189,200,222)	1.2583	2,2
Ppard	Dusp22	0.45902	0.10365	rgb(218,197,197)	1.725	2,2
Ppard	Wdr82	-0.45902	-0.08699	rgb(198,206,220)	1.2583	2,2
Pparg	Acox1	-0.45902	-0.16649	rgb(181,195,223)	1.2583	2,2
Pparg	Auh	-0.45902	-0.22057	rgb(169,188,225)	1.2583	2,2
Pparg	Slc14a1	0.45902	0.28019	rgb(220,163,164)	1.725	None
Prdm1	Cox17	0.45902	0.24084	rgb(220,171,171)	1.725	2,2
Prdm1	Dctpp1	0.45902	0.35114	rgb(221,150,151)	1.725	2,2
Prdm1	Ly6a	0.45902	0.13937	rgb(219,190,191)	1.725	2,2
Prdm1	Plod3	-0.45902	-0.3375	rgb(144,172,230)	1.2583	2,2
Rara	Gbp2	-0.45902	-0.059784	rgb(204,209,219)	1.2583	2,2
Rarg	Ctla4	0.45902	0.13104	rgb(218,192,192)	1.725	2,2
Rarg	Map3k8	0.45902	0.30058	rgb(220,160,160)	1.725	2,2
Rarg	Rpl10a	-0.45902	-0.18026	rgb(178,193,224)	1.2583	None
Rbpj	Galk1	-0.45902	-0.2042	rgb(173,190,225)	1.2583	2,2
Rel	Bbc3	0.45902	0.1223	rgb(218,194,194)	1.725	2,2
Rel	Pnkd	0.45902	0.28757	rgb(220,162,163)	1.725	2,2
Rela	Adam10	0.45902	0.19111	rgb(219,180,181)	1.725	2,2
Rela	Cttn	-0.45902	-0.08545	rgb(198,206,220)	1.2583	2,2
Rela	Decr1	0.45902	0.42201	rgb(222,136,137)	1.725	None
Rela	Dynll2	0.45902	0.13691	rgb(219,191,191)	1.725	2,2
Rela	Eno3	0.45902	0.14625	rgb(219,189,189)	1.725	2,2
Rela	Ggta1	-0.45902	-0.12031	rgb(191,201,222)	1.2583	2,2
Rela	Oasl2	0.45902	0.099517	rgb(218,198,198)	1.725	2,2
Relb	Hk2	0.45902	0.17912	rgb(219,183,183)	1.725	2,2
Relb	Ltb	0.45902	0.071647	rgb(218,203,203)	1.725	None
Relb	Mpdu1	-0.45902	-0.15994	rgb(182,196,223)	1.2583	2,2
Relb	Nfkb2	0.45902	0.20305	rgb(219,178,179)	1.725	2,2
Rfx1	Itgb3bp	0.45902	0.26288	rgb(220,167,167)	1.725	2,2
Rfx2	Tspan6	0.45902	0.11265	rgb(218,195,196)	1.725	2,2
Rfx3	Scml4	-0.45902	-0.19195	rgb(175,192,224)	1.2583	2,2
Rora	Hvcn1	0.45902	0.086156	rgb(218,201,201)	1.725	2,2
Rorc	Chic2	-0.45902	-0.14685	rgb(185,198,223)	1.2583	2,2
Rreb1	Arf1	-0.45902	-0.070686	rgb(202,208,220)	1.2583	None
Rreb1	Iqgap2	-0.45902	-0.087999	rgb(198,205,220)	1.2583	2,2
Rreb1	Rcsd1	0.45902	0.068223	rgb(218,204,204)	1.725	2,2
Runx1	Cdadc1	-0.45902	-0.086526	rgb(198,206,220)	1.2583	2,2
Runx2	Sesn3	0.45902	0.11558	rgb(218,195,195)	1.725	2,2
Runx3	Il18r1	0.45902	0.081767	rgb(218,201,202)	1.725	None
Rxrb	Aig1	0.45902	0.15473	rgb(219,187,188)	1.725	2,2
Sall4	Sema4d	0.45902	0.22592	rgb(219,174,174)	1.725	2,2
Scrt1	Utrn	0.45902	0.45606	rgb(222,130,131)	1.725	2,2
Six1	Nrp1	0.45902	0.21904	rgb(219,175,176)	1.725	2,2
Six1	Satb1	-0.45902	-0.069384	rgb(202,208,220)	1.2583	2,2
Six4	Cd9	-0.45902	-0.20469	rgb(173,190,225)	1.2583	2,2
Six5	Auh	-0.45902	-0.15833	rgb(183,196,223)	1.2583	2,2
Smad3	Cxcr5	0.45902	0.22586	rgb(219,174,174)	1.725	None
Smad4	Vgll4	0.45902	0.10216	rgb(218,197,198)	1.725	2,2
Sox13	Mcoln2	0.45902	0.074216	rgb(218,203,203)	1.725	2,2
Sox21	Cd9	-0.45902	-0.2441	rgb(164,185,226)	1.2583	2,2
Sp110	Adam10	0.45902	0.15782	rgb(219,187,187)	1.725	2,2
Sp110	Igf2bp3	0.45902	0.063011	rgb(218,205,205)	1.725	2,2
Sp2	Auh	0.45902	0.22554	rgb(219,174,174)	1.725	2,2
Sp2	Larp4b	-0.45902	-0.31793	rgb(148,175,229)	1.2583	2,2
Sp3	Alpk2	0.45902	0.14753	rgb(219,189,189)	1.725	2,2
Sp3	Avpi1	0.45902	0.26206	rgb(220,167,167)	1.725	2,2
Sp3	Ccng2	0.45902	0.2697	rgb(220,165,166)	1.725	2,2
Sp3	Pdxp	0.45902	0.080832	rgb(218,202,202)	1.725	2,2
Sp5_Sp6	Sap30	0.45902	0.16416	rgb(219,186,186)	1.725	2,2
Sp7_Sp8...	Cnn2	-0.45902	-0.24741	rgb(163,184,226)	1.2583	2,2
Spib	Celf2	0.45902	0.11232	rgb(218,196,196)	1.725	2,2
Srebf1	Mgll	0.45902	0.091461	rgb(218,200,200)	1.725	2,2
Srebf1	Sash3	0.45902	0.20861	rgb(219,177,178)	1.725	2,2
Srebf1	Tspyl4	0.45902	0.11004	rgb(218,196,196)	1.725	2,2
Srebf2	Gfi1	0.45902	0.11106	rgb(218,196,196)	1.725	2,2
Srf	Klf7	0.45902	0.23421	rgb(220,172,173)	1.725	2,2
Srf	Litaf	0.45902	0.1059	rgb(218,197,197)	1.725	2,2
Srf	Plekho1	0.45902	0.054726	rgb(218,207,207)	1.725	2,2
Stat1	Acy1	0.45902	0.15277	rgb(219,188,188)	1.725	2,2
Stat1	Nt5e	0.45902	0.090581	rgb(218,200,200)	1.725	None
Stat1	Ptger2	-0.45902	-0.20692	rgb(172,190,225)	1.2583	2,2
Stat2	Tspan2	-0.45902	-0.34013	rgb(143,172,230)	1.2583	2,2
Stat3	Bbc3	-0.45902	-0.16843	rgb(180,195,223)	1.2583	2,2
Stat3	Cdkn2c	-0.45902	-0.12305	rgb(190,201,222)	1.2583	2,2
Stat3	Fli1	0.45902	0.18158	rgb(219,182,183)	1.725	2,2
Stat3	Mgll	0.45902	0.11997	rgb(218,194,194)	1.725	2,2
Stat3	Nfe2l2	0.45902	0.11061	rgb(218,196,196)	1.725	2,2
Stat3	Pik3ca	0.45902	0.41457	rgb(222,138,139)	1.725	None
Stat3	Ptprj	0.45902	0.079479	rgb(218,202,202)	1.725	None
Stat3	Ripk1	0.45902	0.31988	rgb(221,156,157)	1.725	2,2
Stat3	Stx7	0.45902	0.28227	rgb(220,163,164)	1.725	2,2
Stat3	Trat1	-0.45902	-0.10822	rgb(194,203,221)	1.2583	2,2
Stat4	Dusp22	0.45902	0.099043	rgb(218,198,198)	1.725	None
Stat4	Gart	-0.45902	-0.40258	rgb(130,164,232)	1.2583	None
Stat5b	Hook2	0.45902	0.25476	rgb(220,168,169)	1.725	None
Stat5b	Mettl8	-0.45902	-0.10629	rgb(194,203,221)	1.2583	2,2
Stat5b	Ppme1	0.45902	0.12665	rgb(218,193,193)	1.725	2,2
Stat5b	Rnf19b	0.45902	0.14934	rgb(219,188,189)	1.725	2,2
Tbx21	Gem	0.45902	0.3035	rgb(220,159,160)	1.725	2,2
Tbx21	Rbmx	-0.45902	-0.084989	rgb(199,206,220)	1.2583	2,2
Tbx21	Trib2	0.45902	0.1031	rgb(218,197,198)	1.725	2,2
Tbx21	Wdr81	0.45902	0.29605	rgb(220,160,161)	1.725	2,2
Tbx21	Zadh2	-0.45902	-0.14276	rgb(186,198,222)	1.2583	2,2
Tcf12	Slco3a1	0.45902	0.28428	rgb(220,163,163)	1.725	2,2
Tcf3	Flot1	0.45902	0.77143	rgb(225, 70, 71)	1.725	2,2
Tcf3	Gatm	0.45902	0.25601	rgb(220,168,169)	1.725	2,2
Tcf4	Ncf1	0.45902	0.12668	rgb(218,193,193)	1.725	2,2
Tcf7l2	Endod1	0.45902	0.044425	rgb(217,209,209)	1.725	2,2
Tcf7l2	Il1r1	-0.45902	-0.24765	rgb(163,184,226)	1.2583	2,2
Tcf7l2	Ncs1	-0.45902	-0.17411	rgb(179,194,224)	1.2583	2,2
Tead1	Il9	-0.45902	-0.10183	rgb(195,204,221)	1.2583	2,2
Tef	Akr1c13	-0.45902	-0.10089	rgb(195,204,221)	1.2583	None
Tef	Asns	0.45902	0.19944	rgb(219,179,179)	1.725	2,2
Tef	Got1	0.45902	0.065414	rgb(218,205,205)	1.725	2,2
Tef	Sptlc1	-0.45902	-0.06543	rgb(203,208,219)	1.2583	2,2
Thap1	Acin1	0.45902	0.24452	rgb(220,170,171)	1.725	None
Thra	Ahnak	0.45902	0.13131	rgb(218,192,192)	1.725	2,2
Thrb	Il12rb1	-0.45902	-0.19785	rgb(174,191,225)	1.2583	2,2
Thrb	Tnnt2	0.45902	0.057986	rgb(218,206,206)	1.725	None
Trerf1	Map3k14	0.45902	0.17097	rgb(219,184,185)	1.725	None
Trp53	Marcks	0.45902	0.074002	rgb(218,203,203)	1.725	2,2
Trp53	Max	-0.45902	-0.21982	rgb(169,188,225)	1.2583	2,2
Trp53	Zadh2	-0.45902	-0.24472	rgb(164,185,226)	1.2583	2,2
Vdr	Ncs1	0.45902	0.19134	rgb(219,180,181)	1.725	2,2
Vdr	Sdcbp2	0.45902	0.21976	rgb(219,175,175)	1.725	2,2
Vdr	Sema4f	0.45902	0.12388	rgb(218,193,194)	1.725	None
Zbtb1	Gnpda1	-0.45902	-0.17661	rgb(179,194,224)	1.2583	2,2
Zbtb1	Herc4	0.45902	0.096491	rgb(218,199,199)	1.725	2,2
Zbtb33	Prf1	-0.45902	-0.30328	rgb(151,177,229)	1.2583	2,2
Zbtb4	Klf10	0.45902	0.24439	rgb(220,170,171)	1.725	2,2
Zbtb7a	Ssbp4	0.45902	0.3218	rgb(221,156,156)	1.725	2,2
Zbtb7b	Kdelc1	-0.45902	-0.28236	rgb(156,180,228)	1.2583	2,2
Zeb1	Skil	0.45902	0.17199	rgb(219,184,184)	1.725	2,2
Zeb1	Tpm1	-0.45902	-0.10179	rgb(195,204,221)	1.2583	2,2
Zfhx3	Hif1a	-0.45902	-0.31427	rgb(149,176,229)	1.2583	2,2
Zfhx3	Trim26	0.45902	0.12262	rgb(218,194,194)	1.725	2,2
Zfp105	Ccng1	-0.45902	-0.1951	rgb(175,191,224)	1.2583	None
Zfp105	Klf4	-0.45902	-0.065851	rgb(203,208,220)	1.2583	2,2
Zfp148	Nfatc1	0.45902	0.19564	rgb(219,180,180)	1.725	2,2
Zfp182	Tox	0.45902	0.087349	rgb(218,200,200)	1.725	None
Zfp202	Hmgcl	0.45902	0.14066	rgb(219,190,190)	1.725	2,2
Zfp219	Creb3l2	0.45902	0.098201	rgb(218,198,198)	1.725	2,2
Zfp219	Rras	0.45902	0.12508	rgb(218,193,193)	1.725	2,2
Zfp219	Vim	-0.45902	-0.18543	rgb(177,193,224)	1.2583	2,2
Zfp263	Cxcl10	0.45902	0.10769	rgb(218,196,197)	1.725	2,2
Zfp263	Mgst3	0.45902	0.29273	rgb(220,161,162)	1.725	2,2
Zfp281	Dbt	-0.45902	-0.086888	rgb(198,206,220)	1.2583	2,2
Zfp281	Nln	-0.45902	-0.12936	rgb(189,200,222)	1.2583	2,2
Zfp281	Pdcd1lg2	-0.45902	-0.14302	rgb(186,198,222)	1.2583	2,2
Zfp281	Slc29a3	0.45902	0.14317	rgb(219,190,190)	1.725	2,2
Zfp523	App	-0.45902	-0.083519	rgb(199,206,220)	1.2583	None
Zfp711	Sf3b3	0.45902	0.38321	rgb(221,144,145)	1.725	2,2
Zfx	Ptpn11	0.45902	0.62304	rgb(224, 98, 99)	1.725	2,2
Zic2	Ubiad1	0.45902	0.15099	rgb(219,188,188)	1.725	None
Zkscan1	Slc25a30	-0.45902	-0.18342	rgb(177,193,224)	1.2583	2,2
Zscan10	Acox1	-0.45902	-0.2829	rgb(156,180,228)	1.2583	None
Aebp2	Hk2	0.45902	0.19431	rgb(219,180,180)	1.725	2,2
Akna	B4galnt1	0.45902	0.10975	rgb(218,196,196)	1.725	None
Ankzf1	Rpl10a	-0.45902	-0.22622	rgb(168,187,226)	1.2583	2,2
Ascl4	Rbmx	0.45902	0.081916	rgb(218,201,202)	1.725	2,2
Atf6b	Cep68	0.45902	0.1521	rgb(219,188,188)	1.725	2,2
Atf6b	Crip1	-0.45902	-0.33491	rgb(144,173,230)	1.2583	2,2
Atmin	Mbp	0.45902	0.11473	rgb(218,195,195)	1.725	2,2
Atmin	Rexo4	-0.45902	-0.12036	rgb(191,201,222)	1.2583	2,2
Casz1	Mettl8	-0.45902	-0.1864	rgb(177,192,224)	1.2583	None
Csrnp1	Plaur	0.45902	0.1696	rgb(219,185,185)	1.725	2,2
Drap1	Flna	-0.45902	-0.28293	rgb(156,180,228)	1.2583	2,2
Foxp2	Ms4a4b	0.45902	0.26177	rgb(220,167,168)	1.725	2,2
Klf6	Clic4	0.45902	0.31834	rgb(221,156,157)	1.725	None
Klf6	Trp53i13	0.45902	0.31744	rgb(220,156,157)	1.725	2,2
L3mbtl3	Acsl6	0.45902	0.10943	rgb(218,196,196)	1.725	2,2
L3mbtl3	Nsf	-0.45902	-0.25402	rgb(162,183,227)	1.2583	2,2
Mbnl2	Ulk2	0.45902	0.3014	rgb(220,159,160)	1.725	2,2
Mxd3	Ctnna1	0.45902	0.19989	rgb(219,179,179)	1.725	None
Mxd4	Grina	0.45902	0.16702	rgb(219,185,185)	1.725	None
Nacc2	Srpk2	0.45902	0.16758	rgb(219,185,185)	1.725	2,2
Ncoa1	Wdfy2	0.45902	0.32271	rgb(221,155,156)	1.725	2,2
Ncoa3	Pafah1b3	-0.45902	-0.18964	rgb(176,192,224)	1.2583	None
Prdm2	Traf6	0.45902	0.20311	rgb(219,178,179)	1.725	2,2
Purb	Grn	-0.45902	-0.18118	rgb(178,193,224)	1.2583	2,2
Scml4	Aqp3	-0.45902	-0.20662	rgb(172,190,225)	1.2583	2,2
Skil	Arhgap12	0.45902	0.12543	rgb(218,193,193)	1.725	2,2
Sp9	Ifitm2	0.45902	0.17148	rgb(219,184,185)	1.725	2,2
Tal2	Ankmy2	0.45902	0.088897	rgb(218,200,200)	1.725	2,2
Terf1	Pqlc1	-0.45902	-0.1636	rgb(181,195,223)	1.2583	2,2
Tfdp2	Parp9	0.45902	0.19891	rgb(219,179,179)	1.725	None
Trps1	Slc14a1	-0.45902	-0.18709	rgb(176,192,224)	1.2583	2,2
Tshz2	Igf2bp3	0.45902	0.064554	rgb(218,205,205)	1.725	2,2
Tulp3	Hemk1	0.45902	0.13544	rgb(218,191,191)	1.725	2,2
Zbtb46	Csf2	0.45902	0.1109	rgb(218,196,196)	1.725	2,2
Zbtb5	Dazap2	-0.45902	-0.225	rgb(168,187,226)	1.2583	2,2
Zfp112	Fcgr2b	-0.45902	-0.028322	rgb(211,213,218)	1.2583	2,2
Zfp120	Vrk2	0.45902	0.079795	rgb(218,202,202)	1.725	2,2
Zfp184	Gpr83	-0.45902	-0.22973	rgb(167,187,226)	1.2583	None
Zfp260	Fam114a2	0.45902	0.1914	rgb(219,180,181)	1.725	None
Zfp266	Adipor2	0.45902	0.081072	rgb(218,202,202)	1.725	2,2
Zfp266	Cd84	0.45902	0.18728	rgb(219,181,182)	1.725	2,2
Zfp266	Slamf6	0.45902	0.13742	rgb(219,191,191)	1.725	2,2
Zfp266	Zfp426	0.45902	0.24203	rgb(220,171,171)	1.725	2,2
Zfp275	H1f0	-0.45902	-0.20133	rgb(173,190,225)	1.2583	2,2
Zfp276	Ing2	-0.45902	-0.14042	rgb(187,198,222)	1.2583	2,2
Zfp277	Rgs11	-0.45902	-0.18014	rgb(178,193,224)	1.2583	2,2
Zfp280b	Cxcr4	-0.45902	-0.2915	rgb(154,179,228)	1.2583	2,2
Zfp280b	Prf1	-0.45902	-0.18056	rgb(178,193,224)	1.2583	2,2
Zfp280b	Txk	-0.45902	-0.15988	rgb(182,196,223)	1.2583	2,2
Zfp296	Pdlim4	-0.45902	-0.072622	rgb(201,207,220)	1.2583	2,2
Zfp322a	Cd84	0.45902	0.082796	rgb(218,201,201)	1.725	None
Zfp354c	Nucb2	0.45902	0.15925	rgb(219,187,187)	1.725	2,2
Zfp354c	Pgm1	0.45902	0.10074	rgb(218,198,198)	1.725	2,2
Zfp354c	Trib2	0.45902	0.090315	rgb(218,200,200)	1.725	2,2
Zfp358	Abhd6	0.45902	0.075498	rgb(218,203,203)	1.725	2,2
Zfp385a	Bbc3	0.45902	0.19157	rgb(219,180,181)	1.725	2,2
Zfp386	Atp6v1d	0.45902	0.34042	rgb(221,152,153)	1.725	2,2
Zfp418	Sfmbt1	0.45902	0.12051	rgb(218,194,194)	1.725	2,2
Zfp420	Pex19	-0.45902	-0.080373	rgb(200,206,220)	1.2583	2,2
Zfp449	Zfp90	0.45902	0.26502	rgb(220,166,167)	1.725	2,2
Zfp579	Eps8l1	0.45902	0.15672	rgb(219,187,187)	1.725	2,2
Zfp580	Sepw1	0.45902	0.15285	rgb(219,188,188)	1.725	2,2
Zfp629	Fads2	-0.45902	-0.12886	rgb(189,200,222)	1.2583	2,2
Zfp64	Myo18a	0.45902	0.10101	rgb(218,198,198)	1.725	2,2
Zfp651	Cdk5r1	0.45902	0.11537	rgb(218,195,195)	1.725	2,2
Zfp651	Lad1	0.45902	0.060934	rgb(218,205,205)	1.725	2,2
Zfp653	Pigc	-0.45902	-0.40705	rgb(129,163,232)	1.2583	2,2
Zfp703	Trib1	0.45902	0.10642	rgb(218,197,197)	1.725	2,2
Zfp712	Aacs	-0.45902	-0.30271	rgb(151,177,229)	1.2583	2,2
Zfp775	Gpatch4	-0.45902	-0.27094	rgb(158,181,227)	1.2583	2,2
Zfp777	Acin1	0.45902	0.29382	rgb(220,161,161)	1.725	2,2
Zfp820	Tmbim1	0.45902	0.19817	rgb(219,179,180)	1.725	2,2
Zfp831	Zfp36l1	0.45902	0.21378	rgb(219,176,177)	1.725	2,2
Zfp866	Mgat4b	-0.45902	-0.099554	rgb(195,204,221)	1.2583	2,2
Zfp874a	Egln3	-0.45902	-0.11544	rgb(192,202,221)	1.2583	2,2
Zfp882	Mapkapk2	-0.45902	-0.12569	rgb(190,200,222)	1.2583	2,2
Zfp90	Arhgap12	0.45902	0.1346	rgb(218,191,192)	1.725	None
Zscan29	Aldoa	-0.45902	-0.26307	rgb(160,182,227)	1.2583	2,2
Ar	Ralb	0.44262	0.22326	rgb(219,174,175)	1.7167	2,2
Arid3a	Sema4d	-0.44262	-0.17797	rgb(178,194,224)	1.2667	2,2
Arid3a	Trp53i13	-0.44262	-0.29705	rgb(153,178,228)	1.2667	None
