TF	Target	rank	confidence	stroke	stroke-width	stroke-dasharray
Irf4	Rexo4	0.11475	0.016137	rgb(217,214,214)	1.55	2,2
Irf4	Slc4a8	-0.11475	-0.098596	rgb(196,204,221)	1.4333	2,2
Irf7	Plod3	0.11475	0.033925	rgb(217,211,211)	1.55	2,2
Jun	Marveld1	0.11475	0.028286	rgb(217,212,212)	1.55	2,2
Klf13	Stx1a	0.11475	0.030898	rgb(217,211,211)	1.55	2,2
Klf2	Plekho1	-0.11475	-0.0082162	rgb(215,216,217)	1.4333	2,2
Klf2	Pou2f2	0.11475	0.016426	rgb(217,214,214)	1.55	2,2
Klf3	Perp	0.11475	0.014904	rgb(217,214,214)	1.55	None
Lef1	Ifit2	0.11475	0.0032634	rgb(217,216,216)	1.55	2,2
Lyl1_Tal2	Trpv2	0.11475	0.039648	rgb(217,209,210)	1.55	2,2
Maf	Srxn1	0.11475	0.016172	rgb(217,214,214)	1.55	2,2
Mafb	Samsn1	-0.11475	-0.036568	rgb(209,212,218)	1.4333	2,2
Meis3	Gbp2	0.11475	0.0023609	rgb(217,217,217)	1.55	None
Mga	Hexb	0.11475	0.054721	rgb(218,207,207)	1.55	2,2
Mitf	Lrrc59	-0.11475	-0.025557	rgb(211,214,218)	1.4333	None
Mlxipl	Srxn1	-0.11475	-0.014925	rgb(214,215,218)	1.4333	2,2
Myc	Fosl2	-0.11475	-0.032979	rgb(210,213,218)	1.4333	None
Myc	Ndst1	0.11475	0.01816	rgb(217,214,214)	1.55	2,2
Myt1l	Gpr146	-0.11475	-0.034593	rgb(209,212,218)	1.4333	2,2
Nfatc1	Tnfrsf25	0.11475	0.058676	rgb(218,206,206)	1.55	2,2
Nfatc2	Calcrl	0.11475	0.0074481	rgb(217,216,216)	1.55	2,2
Nfe2l2	Cd86	0.11475	0.007132	rgb(217,216,216)	1.55	2,2
Nkx3-1	Sdcbp2	-0.11475	-0.016693	rgb(213,215,218)	1.4333	2,2
Npas2	Extl3	-0.11475	-0.04909	rgb(206,211,219)	1.4333	None
Npas4	Ass1	0.11475	0.021183	rgb(217,213,213)	1.55	2,2
Nr2f6	Stat5b	-0.11475	-0.021943	rgb(212,214,218)	1.4333	2,2
Nr3c1	Utp20	0.11475	0.096322	rgb(218,199,199)	1.55	2,2
Nr4a1	Ptger2	0.11475	0.018335	rgb(217,213,214)	1.55	2,2
Nr4a1	Socs5	0.11475	0.022735	rgb(217,213,213)	1.55	2,2
Pknox1	Ecd	-0.11475	-0.040321	rgb(208,212,219)	1.4333	2,2
Ppard	Cd28	-0.11475	-0.011066	rgb(215,216,217)	1.4333	2,2
Ppard	Rps6	0.11475	0.0053367	rgb(217,216,216)	1.55	2,2
Prdm16	Ahr	0.11475	0.030504	rgb(217,211,211)	1.55	2,2
Rbpj	Gart	-0.11475	-0.035082	rgb(209,212,218)	1.4333	2,2
Rel	Sema4a	0.11475	0.017113	rgb(217,214,214)	1.55	2,2
Rela	Socs3	-0.11475	-0.043016	rgb(208,211,219)	1.4333	2,2
Rfx2	Plod3	0.11475	0.047752	rgb(218,208,208)	1.55	2,2
Rora	Tmem173	-0.11475	-0.014304	rgb(214,215,218)	1.4333	2,2
Rreb1	Dusp2	0.11475	0.015559	rgb(217,214,214)	1.55	2,2
Rreb1	Flt3l	-0.11475	-0.010822	rgb(215,216,217)	1.4333	2,2
Rreb1	Rpp14	-0.11475	-0.072161	rgb(201,207,220)	1.4333	2,2
Runx1	Eea1	-0.11475	-0.012054	rgb(214,215,217)	1.4333	None
Runx3	Hist3h2a	0.11475	0.032574	rgb(217,211,211)	1.55	2,2
Rxra	Tnfsf9	0.11475	0.024303	rgb(217,212,212)	1.55	2,2
Sall3	Dnmt3a	0.11475	0.031846	rgb(217,211,211)	1.55	2,2
Six1	Impa2	0.11475	0.022185	rgb(217,213,213)	1.55	2,2
Smad4	Tox	-0.11475	-0.016302	rgb(213,215,218)	1.4333	2,2
Sox13	Pim1	-0.11475	-0.014211	rgb(214,215,218)	1.4333	2,2
Sp110	Sytl3	-0.11475	-0.053046	rgb(205,210,219)	1.4333	2,2
Sp2	Utp20	-0.11475	-0.036635	rgb(209,212,218)	1.4333	2,2
Sp3	Aen	-0.11475	-0.017131	rgb(213,215,218)	1.4333	2,2
Sp4	Kcnmb4	0.11475	0.0077068	rgb(217,216,216)	1.55	2,2
Srebf2	Traf6	0.11475	0.040426	rgb(217,209,209)	1.55	None
Srf	Il12rb1	-0.11475	-0.024306	rgb(212,214,218)	1.4333	2,2
Srf	Pde2a	0.11475	0.042403	rgb(217,209,209)	1.55	None
Stat1	Psme2	-0.11475	-0.040384	rgb(208,212,219)	1.4333	2,2
Stat5b	Twsg1	0.11475	0.018377	rgb(217,213,214)	1.55	None
Tead1	Slamf6	0.11475	0.031196	rgb(217,211,211)	1.55	2,2
Tead1	Stat5b	-0.11475	-0.027748	rgb(211,213,218)	1.4333	2,2
Thra	Fth1	-0.11475	-0.040753	rgb(208,212,219)	1.4333	2,2
Thra	Ptpn11	0.11475	0.037765	rgb(217,210,210)	1.55	2,2
Thra	Vamp4	-0.11475	-0.030508	rgb(210,213,218)	1.4333	2,2
Zbtb7a	Agpat3	0.11475	0.043334	rgb(217,209,209)	1.55	2,2
Zbtb7a	Crebbp	0.11475	0.081001	rgb(218,202,202)	1.55	None
Zeb1	Ctnna1	0.11475	0.022936	rgb(217,213,213)	1.55	2,2
Zeb1	Srpk2	-0.11475	-0.034826	rgb(209,212,218)	1.4333	2,2
Zfhx3	Zfp36l1	0.11475	0.055526	rgb(218,206,207)	1.55	2,2
Zfp105	Pccb	-0.11475	-0.011298	rgb(215,216,217)	1.4333	2,2
Zfp105	Traf6	0.11475	0.039079	rgb(217,210,210)	1.55	2,2
Zfp148	Naa20	-0.11475	-0.010839	rgb(215,216,217)	1.4333	None
Zfp148	Plagl1	-0.11475	-0.0087462	rgb(215,216,217)	1.4333	2,2
Zfp219	Mecr	-0.11475	-0.032269	rgb(210,213,218)	1.4333	2,2
Zfp281	Fbxo2	0.11475	0.0086191	rgb(217,215,215)	1.55	2,2
Zfp523	Asns	0.11475	0.035672	rgb(217,210,210)	1.55	2,2
Zfp664	Zbed4	0.11475	0.012565	rgb(217,215,215)	1.55	None
Zfp711	Kifc3	0.11475	0.009268	rgb(217,215,215)	1.55	2,2
Zkscan1	Timd2	0.11475	0.017177	rgb(217,214,214)	1.55	None
Zscan10	Jak2	-0.11475	-0.0059506	rgb(216,216,217)	1.4333	2,2
Ascl4	Enpp1	-0.11475	-0.014185	rgb(214,215,218)	1.4333	None
Atmin	Wisp1	0.11475	0.02149	rgb(217,213,213)	1.55	2,2
Casz1	Arid3a	0.11475	0.020584	rgb(217,213,213)	1.55	None
Cxxc5	Pgrmc1	0.11475	0.0089746	rgb(217,215,215)	1.55	2,2
Gm13139	Dusp6	0.11475	0.0065273	rgb(217,216,216)	1.55	None
Hes6	Rad52	0.11475	0.01709	rgb(217,214,214)	1.55	None
Kdm5b	Ier3	0.11475	0.024528	rgb(217,212,212)	1.55	None
L3mbtl3	Prkcd	0.11475	0.012079	rgb(217,215,215)	1.55	2,2
Mbnl2	Gusb	-0.11475	-0.0096466	rgb(215,216,217)	1.4333	None
Snapc2	Aldoa	0.11475	0.037588	rgb(217,210,210)	1.55	2,2
Trps1	Rreb1	-0.11475	-0.034565	rgb(209,212,218)	1.4333	None
Ybx2	Ifngr2	0.11475	0.015257	rgb(217,214,214)	1.55	None
Zbed3	B3gnt2	-0.11475	-0.025563	rgb(211,214,218)	1.4333	2,2
Zbtb22	Sla2	0.11475	0.034881	rgb(217,210,210)	1.55	2,2
Zeb2	Cxcr3	0.11475	0.020934	rgb(217,213,213)	1.55	None
Zfp146	Prpsap2	0.11475	0.010012	rgb(217,215,215)	1.55	2,2
Zfp276	Trappc10	0.11475	0.02819	rgb(217,212,212)	1.55	None
Zfp322a	Ncoa1	-0.11475	-0.01419	rgb(214,215,218)	1.4333	None
Zfp35	Rps6ka4	-0.11475	-0.048639	rgb(206,211,219)	1.4333	None
Zfp354c	BC021614	0.11475	0.045701	rgb(218,208,208)	1.55	2,2
Zfp354c	Snx19	-0.11475	-0.01357	rgb(214,215,218)	1.4333	2,2
Zfp414	Ethe1	0.11475	0.023677	rgb(217,212,213)	1.55	2,2
Zfp472	Ankzf1	-0.11475	-0.012468	rgb(214,215,217)	1.4333	None
Zfp580	Cbx4	0.11475	0.022781	rgb(217,213,213)	1.55	2,2
Zfp608	Itgb5	0.11475	0.026245	rgb(217,212,212)	1.55	None
Zfp608	Mpzl2	-0.11475	-0.0056849	rgb(216,216,217)	1.4333	2,2
Zfp609	Ephx1	-0.11475	-0.050424	rgb(206,210,219)	1.4333	None
Zfp644	Rnf113a1	-0.11475	-0.046632	rgb(207,211,219)	1.4333	None
Zfp667	Gnb5	0.11475	0.048912	rgb(218,208,208)	1.55	2,2
Zfp667	Kif3a	0.11475	0.017442	rgb(217,214,214)	1.55	2,2
Zfp873	Rab8b	0.11475	0.011951	rgb(217,215,215)	1.55	2,2
Zfp945	Slc39a14	-0.11475	-0.053535	rgb(205,210,219)	1.4333	2,2
Zfp960	Pbx2	-0.11475	-0.015521	rgb(214,215,218)	1.4333	2,2
Zhx3	Tspan6	-0.11475	-0.012746	rgb(214,215,217)	1.4333	None
Atf3	Fbxo11	0.098361	0.021487	rgb(217,213,213)	1.5417	None
Atf3	Itgb5	-0.098361	-0.020563	rgb(213,214,218)	1.4417	None
Atf3	Naga	-0.098361	-0.01946	rgb(213,214,218)	1.4417	2,2
Bach1	Fam3c	-0.098361	-0.015076	rgb(214,215,218)	1.4417	None
Batf	Afp	-0.098361	-0.017177	rgb(213,215,218)	1.4417	2,2
Bbx	Eif4e3	0.098361	0.011471	rgb(217,215,215)	1.5417	None
Bcl6	Pgs1	0.098361	0.015944	rgb(217,214,214)	1.5417	None
Bhlhe40	Siah1a	0.098361	0.028442	rgb(217,212,212)	1.5417	2,2
Clock	Kdm2b	0.098361	0.010806	rgb(217,215,215)	1.5417	2,2
Creb3l1	Cxcr3	0.098361	0.017993	rgb(217,214,214)	1.5417	None
Crem	Klf3	0.098361	0.018252	rgb(217,214,214)	1.5417	2,2
Crem	Maff	0.098361	0.0084114	rgb(217,215,215)	1.5417	2,2
E4f1	Dnajc27	0.098361	0.068076	rgb(218,204,204)	1.5417	None
Egr1	Lime1	0.098361	0.020925	rgb(217,213,213)	1.5417	2,2
Egr4	Crip1	-0.098361	-0.038542	rgb(209,212,218)	1.4417	2,2
Elk3	Hist1h1c	0.098361	0.069425	rgb(218,204,204)	1.5417	None
Erg	Vps37b	0.098361	0.027546	rgb(217,212,212)	1.5417	None
Ets1	Adrb2	-0.098361	-0.031602	rgb(210,213,218)	1.4417	None
Etv4	Txndc17	0.098361	0.059875	rgb(218,206,206)	1.5417	2,2
Fosl2	Klf13	0.098361	0.014333	rgb(217,214,214)	1.5417	None
Fosl2	Ubtd1	0.098361	0.039814	rgb(217,209,209)	1.5417	2,2
Foxf2	Ctsw	-0.098361	-0.027608	rgb(211,213,218)	1.4417	2,2
Foxh1	Nckap1	-0.098361	-0.023912	rgb(212,214,218)	1.4417	None
Foxn2	Ptprc	0.098361	0.024868	rgb(217,212,212)	1.5417	None
Foxo1	Ppp3ca	0.098361	0.012958	rgb(217,215,215)	1.5417	None
Foxp3	Epcam	0.098361	0.0081322	rgb(217,215,215)	1.5417	2,2
Gata1	Il2rb	-0.098361	-0.010691	rgb(215,216,217)	1.4417	None
Gata2	Vrk2	0.098361	0.011719	rgb(217,215,215)	1.5417	None
Hdx	Il12rb2	-0.098361	-0.004444	rgb(216,216,217)	1.4417	2,2
Hdx	Nxn	0.098361	0.02113	rgb(217,213,213)	1.5417	2,2
Hmx3	Pck2	0.098361	0.020396	rgb(217,213,213)	1.5417	2,2
Hoxb1	Akr1c13	-0.098361	-0.017344	rgb(213,215,218)	1.4417	2,2
Hoxd4	Irf7	0.098361	0.017375	rgb(217,214,214)	1.5417	2,2
Hoxd4	Tsc22d3	0.098361	0.013916	rgb(217,214,214)	1.5417	None
Hsf1	Map3k8	0.098361	0.01549	rgb(217,214,214)	1.5417	2,2
Hsf1	Plod2	0.098361	0.010287	rgb(217,215,215)	1.5417	2,2
Hsf2	Sidt1	-0.098361	-0.015965	rgb(214,215,218)	1.4417	2,2
Irf1	Acy1	-0.098361	-0.0097506	rgb(215,216,217)	1.4417	2,2
Irf2	Atad2b	0.098361	0.017562	rgb(217,214,214)	1.5417	2,2
Irf7	Dzip1	0.098361	0.0084688	rgb(217,215,215)	1.5417	2,2
Irf8	Isg20	0.098361	0.0048235	rgb(217,216,216)	1.5417	None
Irf8	Serpinb6b	0.098361	0.043104	rgb(217,209,209)	1.5417	2,2
Jdp2	Cdk5	-0.098361	-0.027581	rgb(211,213,218)	1.4417	2,2
Jdp2	Galnt3	-0.098361	-0.025808	rgb(211,214,218)	1.4417	2,2
Jdp2	Rpl36al	-0.098361	-0.040316	rgb(208,212,219)	1.4417	2,2
Jun	Tnfrsf18	-0.098361	-0.032473	rgb(210,213,218)	1.4417	2,2
Klf10_Klf11	Anln	0.098361	0.12405	rgb(218,193,194)	1.5417	None
Klf10_Klf11	Krtcap2	-0.098361	-0.060091	rgb(204,209,219)	1.4417	2,2
Lef1	Mapkbp1	0.098361	0.014269	rgb(217,214,214)	1.5417	2,2
Lhx5	Dhrs1	-0.098361	-0.037682	rgb(209,212,218)	1.4417	None
Lhx6	Marcks	0.098361	0.0098067	rgb(217,215,215)	1.5417	None
Mafg	Socs1	-0.098361	-0.0068085	rgb(216,216,217)	1.4417	2,2
Meis1	Insl3	0.098361	0.0049583	rgb(217,216,216)	1.5417	2,2
Meis2	Sqstm1	-0.098361	-0.010375	rgb(215,216,217)	1.4417	2,2
Meis3	Nfat5	-0.098361	-0.014588	rgb(214,215,218)	1.4417	2,2
Myb	Zbed4	0.098361	0.0074942	rgb(217,216,216)	1.5417	2,2
Myc	Socs3	-0.098361	-0.081299	rgb(199,206,220)	1.4417	2,2
Nfatc4	Sh3kbp1	0.098361	0.016252	rgb(217,214,214)	1.5417	None
Nfe2	Il17a	-0.098361	-0.013773	rgb(214,215,218)	1.4417	2,2
Nfil3	Cd79b	-0.098361	-0.0079588	rgb(215,216,217)	1.4417	2,2
Nr2f1	Notch1	-0.098361	-0.032187	rgb(210,213,218)	1.4417	2,2
Nr2f1	Traf3	-0.098361	-0.038518	rgb(209,212,218)	1.4417	2,2
Nr3c2	Rorc	0.098361	0.023761	rgb(217,212,213)	1.5417	2,2
Nr4a3	Zfp239	0.098361	0.041671	rgb(217,209,209)	1.5417	2,2
Ovol1	Acsl5	-0.098361	-0.011371	rgb(215,215,217)	1.4417	2,2
Pou6f1	Nfkb1	-0.098361	-0.011443	rgb(215,215,217)	1.4417	2,2
Prdm16	Parp8	-0.098361	-0.035795	rgb(209,212,218)	1.4417	None
Rarg	Acsl6	0.098361	0.01525	rgb(217,214,214)	1.5417	2,2
Rarg	Crem	0.098361	0.035964	rgb(217,210,210)	1.5417	None
Rela	Ptbp2	0.098361	0.027012	rgb(217,212,212)	1.5417	2,2
Relb	Afp	-0.098361	-0.0098494	rgb(215,216,217)	1.4417	2,2
Relb	Inhba	0.098361	0.018267	rgb(217,214,214)	1.5417	2,2
Relb	Plekha2	0.098361	0.034534	rgb(217,210,210)	1.5417	None
Rfx3	Map3k14	-0.098361	-0.012948	rgb(214,215,217)	1.4417	2,2
Rfx3	Tmed3	0.098361	0.036648	rgb(217,210,210)	1.5417	None
Rfx7	Icam1	-0.098361	-0.0044309	rgb(216,216,217)	1.4417	2,2
Six5	Fap	0.098361	0.029585	rgb(217,211,211)	1.5417	2,2
Six5	Rasgrp1	-0.098361	-0.025221	rgb(212,214,218)	1.4417	2,2
Six5	Zfp90	0.098361	0.021635	rgb(217,213,213)	1.5417	2,2
Smad3	Sesn3	0.098361	0.0075566	rgb(217,216,216)	1.5417	2,2
Smad4	Trib1	-0.098361	-0.013966	rgb(214,215,218)	1.4417	None
Sox13	Furin	-0.098361	-0.019178	rgb(213,214,218)	1.4417	2,2
Sox6	Gimap7	0.098361	0.021653	rgb(217,213,213)	1.5417	None
Sp100	Pde7a	0.098361	0.024142	rgb(217,212,212)	1.5417	None
Sp2	Clybl	0.098361	0.036738	rgb(217,210,210)	1.5417	2,2
Sp3	Ppp1r10	-0.098361	-0.012124	rgb(214,215,217)	1.4417	2,2
Sp3	Slc38a1	-0.098361	-0.045552	rgb(207,211,219)	1.4417	2,2
Sp4	Cebpb	0.098361	0.011059	rgb(217,215,215)	1.5417	None
Sp5_Sp6	Ascc1	0.098361	0.025042	rgb(217,212,212)	1.5417	2,2
Sp5_Sp6	Prpsap2	-0.098361	-0.015097	rgb(214,215,218)	1.4417	None
Spib	Pcbp4	-0.098361	-0.039494	rgb(208,212,219)	1.4417	None
Srf	Ick	-0.098361	-0.033241	rgb(210,213,218)	1.4417	None
Srf	Igfbp7	-0.098361	-0.020409	rgb(213,214,218)	1.4417	2,2
Srf	Klf10	0.098361	0.029383	rgb(217,211,211)	1.5417	None
Stat2	Npc2	0.098361	0.033287	rgb(217,211,211)	1.5417	2,2
Stat3	Tmem43	-0.098361	-0.0082984	rgb(215,216,217)	1.4417	None
Thap1	Fbxo18	-0.098361	-0.020504	rgb(213,214,218)	1.4417	None
Thrb	Antxr2	-0.098361	-0.004191	rgb(216,216,217)	1.4417	None
Thrb	Hk1	-0.098361	-0.022628	rgb(212,214,218)	1.4417	None
Thrb	Slco3a1	-0.098361	-0.015037	rgb(214,215,218)	1.4417	None
Twist1	Kctd17	0.098361	0.016067	rgb(217,214,214)	1.5417	2,2
Zfp110_Zfp369	Cstf2t	-0.098361	-0.016127	rgb(214,215,218)	1.4417	2,2
Zfp110_Zfp369	Rabggta	-0.098361	-0.0097433	rgb(215,216,217)	1.4417	None
Zfp110_Zfp369	Rai14	0.098361	0.0060387	rgb(217,216,216)	1.5417	None
Zfp219	Slc16a6	-0.098361	-0.011349	rgb(215,216,217)	1.4417	None
Ankzf1	Sav1	0.098361	0.013013	rgb(217,215,215)	1.5417	2,2
Casz1	Dph1	-0.098361	-0.01913	rgb(213,214,218)	1.4417	2,2
Cenpt	Lgals1	0.098361	0.05399	rgb(218,207,207)	1.5417	2,2
Foxp2	Ccl5	0.098361	0.026946	rgb(217,212,212)	1.5417	2,2
Foxp2	Mfge8	0.098361	0.019214	rgb(217,213,213)	1.5417	2,2
Foxp2	Tmem176b	-0.098361	-0.027286	rgb(211,213,218)	1.4417	2,2
Gm10324	Hist2h3c1	-0.098361	-0.0040856	rgb(216,216,217)	1.4417	None
Hmgb3	Tnfrsf13c	0.098361	0.025217	rgb(217,212,212)	1.5417	None
L3mbtl3	Tmem176b	-0.098361	-0.03055	rgb(210,213,218)	1.4417	2,2
Mxd3	Mapkapk2	0.098361	0.0078399	rgb(217,216,216)	1.5417	2,2
Prdm8	Fap	0.098361	0.039507	rgb(217,209,210)	1.5417	2,2
Satb1	Mecr	-0.098361	-0.033127	rgb(210,213,218)	1.4417	None
Tigd2	Kcna3	-0.098361	-0.01405	rgb(214,215,218)	1.4417	2,2
Zfp184	Ccl5	0.098361	0.046157	rgb(218,208,208)	1.5417	2,2
Zfp358	Mapk3	0.098361	0.03157	rgb(217,211,211)	1.5417	None
Zfp526	Stx1a	0.098361	0.015156	rgb(217,214,214)	1.5417	None
Zfp526	Tnfsf11	-0.098361	-0.029866	rgb(211,213,218)	1.4417	2,2
Zfp81	Ccdc92	-0.098361	-0.01079	rgb(215,216,217)	1.4417	2,2
Zfp831	Adipor2	0.098361	0.0070342	rgb(217,216,216)	1.5417	None
Zfp956	Sqle	-0.098361	-0.016836	rgb(213,215,218)	1.4417	None
Zhx3	Pde6d	-0.098361	-0.019755	rgb(213,214,218)	1.4417	None
Zhx3	Ppp1r10	0.098361	0.0084556	rgb(217,215,215)	1.5417	None
Ahrr	Phldb1	-0.081967	-0.015001	rgb(214,215,218)	1.45	2,2
Arid5a	Pacs1	-0.081967	-0.029898	rgb(211,213,218)	1.45	2,2
Atf3	Gla	-0.081967	-0.006488	rgb(216,216,217)	1.45	2,2
Atf3	Sec24d	0.081967	0.015835	rgb(217,214,214)	1.5333	2,2
Atf5	Slc4a8	0.081967	0.084211	rgb(218,201,201)	1.5333	2,2
Batf	Syt11	0.081967	0.017311	rgb(217,214,214)	1.5333	2,2
Cebpg	Arhgap12	0.081967	0.007917	rgb(217,215,216)	1.5333	None
Clock	Ctsw	-0.081967	-0.02269	rgb(212,214,218)	1.45	None
Ddit3	Skap2	-0.081967	-0.059627	rgb(204,209,219)	1.45	2,2
E2f1	Dusp1	-0.081967	-0.010411	rgb(215,216,217)	1.45	2,2
E4f1	Ets2	0.081967	0.0069401	rgb(217,216,216)	1.5333	None
Ebf1	Ptpre	0.081967	0.0067379	rgb(217,216,216)	1.5333	2,2
Egr1	Bmyc	0.081967	0.0092103	rgb(217,215,215)	1.5333	2,2
Egr2	Cnnm3	0.081967	0.028807	rgb(217,211,212)	1.5333	2,2
Egr2	Phlda3	-0.081967	-0.011379	rgb(215,215,217)	1.45	2,2
Elf1	Dusp12	0.081967	0.019266	rgb(217,213,213)	1.5333	2,2
Elk3	Haus8	0.081967	0.0036455	rgb(217,216,216)	1.5333	None
Elk3	Tnip2	0.081967	0.03911	rgb(217,210,210)	1.5333	2,2
Ets1	Son	-0.081967	-0.023856	rgb(212,214,218)	1.45	None
Ets1	Tspan13	-0.081967	-0.011428	rgb(215,215,217)	1.45	None
Etv1	Pqlc1	-0.081967	-0.016312	rgb(213,215,218)	1.45	None
Fosb	Extl3	0.081967	0.039766	rgb(217,209,209)	1.5333	2,2
Foxa1	Arl4c	0.081967	0.017734	rgb(217,214,214)	1.5333	2,2
Foxb1	Cdc23	0.081967	0.026004	rgb(217,212,212)	1.5333	2,2
Foxb1	Gadd45g	0.081967	0.018495	rgb(217,213,214)	1.5333	2,2
Foxc1	Ppp3cc	-0.081967	-0.03185	rgb(210,213,218)	1.45	None
Foxo1	Syf2	0.081967	0.044282	rgb(217,209,209)	1.5333	None
Gata2	Egln3	-0.081967	-0.0097503	rgb(215,216,217)	1.45	2,2
Hdx	Exosc8	-0.081967	-0.033142	rgb(210,213,218)	1.45	2,2
Hmg20b	Exosc8	-0.081967	-0.034716	rgb(209,212,218)	1.45	None
Hsf4	Dclre1a	-0.081967	-0.021498	rgb(212,214,218)	1.45	None
Isl2	Fbxo4	0.081967	0.0077576	rgb(217,216,216)	1.5333	2,2
Jund	Ddx51	-0.081967	-0.066181	rgb(203,208,220)	1.45	2,2
Mafb	Cdk16	0.081967	0.051012	rgb(218,207,207)	1.5333	None
Mitf	Thoc3	-0.081967	-0.012183	rgb(214,215,217)	1.45	2,2
Mlxipl	Pgam1	-0.081967	-0.0023303	rgb(216,217,217)	1.45	None
Mlxipl	Pten	-0.081967	-0.009078	rgb(215,216,217)	1.45	None
Myc	Afp	-0.081967	-0.009374	rgb(215,216,217)	1.45	2,2
Myc	Smyd5	0.081967	0.040412	rgb(217,209,209)	1.5333	None
Nfatc2	B4galt1	-0.081967	-0.025754	rgb(211,214,218)	1.45	None
Nfatc2	Lgals7	0.081967	0.0098433	rgb(217,215,215)	1.5333	2,2
Nfil3	Clk3	-0.081967	-0.013493	rgb(214,215,218)	1.45	2,2
Nfkb2	Sqstm1	-0.081967	-0.011422	rgb(215,215,217)	1.45	None
Nhlh1	Ypel3	0.081967	0.025121	rgb(217,212,212)	1.5333	2,2
Nkx3-1	Scml4	0.081967	0.019728	rgb(217,213,213)	1.5333	2,2
Nr3c1	Mxi1	-0.081967	-0.024677	rgb(212,214,218)	1.45	2,2
Patz1	Tsc22d1	0.081967	0.010037	rgb(217,215,215)	1.5333	2,2
Pbx2	Lpcat1	-0.081967	-0.0020514	rgb(217,217,217)	1.45	None
Pbx2	Map3k1	0.081967	0.046459	rgb(218,208,208)	1.5333	None
Pknox1	Lsp1	0.081967	0.0073348	rgb(217,216,216)	1.5333	None
Pou6f1	Slco3a1	0.081967	0.036766	rgb(217,210,210)	1.5333	2,2
Ppard	Cox7a2l	0.081967	0.039856	rgb(217,209,209)	1.5333	2,2
Prdm1	Rsad2	0.081967	0.0061883	rgb(217,216,216)	1.5333	2,2
Rara	Plod3	0.081967	0.030435	rgb(217,211,211)	1.5333	None
Rarg	Il10rb	-0.081967	-0.0091052	rgb(215,216,217)	1.45	2,2
Rest	Kif3a	0.081967	0.0061961	rgb(217,216,216)	1.5333	None
Rest	Pkp3	0.081967	0.029701	rgb(217,211,211)	1.5333	None
Rfx7	Sh3bp1	0.081967	0.040973	rgb(217,209,209)	1.5333	None
Sall4	Abcb1b	-0.081967	-0.0023113	rgb(216,217,217)	1.45	2,2
Six5	Cdk6	-0.081967	-0.0080667	rgb(215,216,217)	1.45	None
Smad3	Anxa4	0.081967	0.02586	rgb(217,212,212)	1.5333	None
Sox15	Slc29a3	0.081967	0.0056341	rgb(217,216,216)	1.5333	2,2
Sp2	Crebbp	-0.081967	-0.061172	rgb(204,209,219)	1.45	2,2
Sp3	Tpm1	-0.081967	-0.01539	rgb(214,215,218)	1.45	None
Sp4	Ddx19b	0.081967	0.0045565	rgb(217,216,216)	1.5333	2,2
Sp7_Sp8...	Tnni1	0.081967	0.0013354	rgb(217,217,217)	1.5333	2,2
Spib	Parp9	0.081967	0.019991	rgb(217,213,213)	1.5333	2,2
Stat1	Ggct	-0.081967	-0.0085126	rgb(215,216,217)	1.45	2,2
Stat1	Lbh	-0.081967	-0.0031662	rgb(216,217,217)	1.45	2,2
Stat1	Pgs1	0.081967	0.017934	rgb(217,214,214)	1.5333	2,2
Stat1	Rap2b	-0.081967	-0.011335	rgb(215,216,217)	1.45	2,2
Stat1	Utrn	-0.081967	-0.052037	rgb(206,210,219)	1.45	2,2
Stat4	Exosc8	0.081967	0.028021	rgb(217,212,212)	1.5333	2,2
Tbx21	Trps1	0.081967	0.022865	rgb(217,213,213)	1.5333	2,2
Thrb	Dnmt3a	0.081967	0.01789	rgb(217,214,214)	1.5333	2,2
Trp53	Capg	0.081967	0.0276	rgb(217,212,212)	1.5333	None
Trp53	Cdkn2d	-0.081967	-0.050538	rgb(206,210,219)	1.45	None
Zbtb33	Il4ra	0.081967	0.0076277	rgb(217,216,216)	1.5333	2,2
Zbtb6	Ift57	-0.081967	-0.0079153	rgb(215,216,217)	1.45	2,2
Zbtb7b	Hspb11	-0.081967	-0.03742	rgb(209,212,218)	1.45	None
Zeb1	Wdfy2	0.081967	0.016904	rgb(217,214,214)	1.5333	2,2
Zfp148	Nudt4	-0.081967	-0.018491	rgb(213,215,218)	1.45	None
Zfp148	Slc1a4	-0.081967	-0.0067872	rgb(216,216,217)	1.45	2,2
Zfp219	Pou2f2	0.081967	0.0060546	rgb(217,216,216)	1.5333	2,2
Zfp263	Chchd7	0.081967	0.035198	rgb(217,210,210)	1.5333	None
Zfp281	Pxn	0.081967	0.030355	rgb(217,211,211)	1.5333	2,2
Zfp281	Rbpj	0.081967	0.006813	rgb(217,216,216)	1.5333	None
Zfp524	Cd5l	0.081967	0.022714	rgb(217,213,213)	1.5333	2,2
Aebp2	Pdlim4	-0.081967	-0.009175	rgb(215,216,217)	1.45	2,2
Ascl4	Pcbp4	-0.081967	-0.034832	rgb(209,212,218)	1.45	2,2
Casz1	Rbmx	-0.081967	-0.0084088	rgb(215,216,217)	1.45	None
Hmgb1	Npc2	-0.081967	-0.040609	rgb(208,212,219)	1.45	None
Phf20	Lad1	-0.081967	-0.0063771	rgb(216,216,217)	1.45	2,2
Rag1	Il2rb	0.081967	0.0044282	rgb(217,216,216)	1.5333	2,2
Zfp184	Slc7a3	0.081967	0.0074699	rgb(217,216,216)	1.5333	2,2
