TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Zfp60	Rps6ka3	0.84624	50.51	0.514	rgb(223,119,120)	1.992	2,2
Zfp629	Zfp108	0.84624	50.51	0.514	rgb(223,119,120)	1.992	2,2
Zfp750	Pik3r3	0.84624	50.51	0.507	rgb(223,120,121)	1.992	2,2
Zfp760	Arntl2	0.84624	50.51	0.514	rgb(223,119,120)	1.992	2,2
Zfp777	Car5b	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Zfp827	H2-Eb2	0.84624	50.51	0.509	rgb(223,120,121)	1.992	2,2
Zfp874a	Rin2	0.84624	50.51	0.512	rgb(223,119,120)	1.992	2,2
Zfp9	Ermn	0.84624	50.51	0.509	rgb(223,120,121)	1.992	2,2
Zfp93	2810442I21Rik	0.84624	50.51	0.509	rgb(223,120,121)	1.992	2,2
Zfp948	Ankrd23	0.84624	50.51	0.511	rgb(223,119,120)	1.992	2,2
Zhx2	Arc	0.84624	50.51	0.506	rgb(223,120,121)	1.992	2,2
Zscan22	A730017L22Rik	0.84624	50.51	0.506	rgb(223,120,121)	1.992	2,2
Hmga1	Impg2	0.84624	50.51	0.63	rgb(224, 97, 98)	1.992	None
Hmga1	Jakmip1	0.84624	50.51	0.63	rgb(224, 97, 98)	1.992	None
Lyl1	Msc	0.84624	50.51	0.63	rgb(224, 97, 98)	1.992	None
Lyl1	S1pr1	0.84624	50.51	0.63	rgb(224, 97, 98)	1.992	None
Tal2	Msc	0.84624	50.51	0.63	rgb(224, 97, 98)	1.992	None
Tal2	S1pr1	0.84624	50.51	0.63	rgb(224, 97, 98)	1.992	None
Mesp2	Pim1	0.84624	50.51	0.63	rgb(224, 97, 98)	1.992	2,2
Nr1h2	Chd7	0.84624	50.51	0.63	rgb(224, 97, 98)	1.992	None
Ahrr	4930503L19Rik	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Ar	Ugt1a6a	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	None
Ascl2	Golm1	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	2,2
Ascl2	Lhpp	0.84208	50.5	0.5	rgb(223,121,122)	1.9918	None
Atf5	Cyfip2	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	None
Bach1	Casp3	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	2,2
Batf	Ctla2a	0.84208	50.5	0.498	rgb(222,122,123)	1.9918	None
Batf	Gja1	0.84208	50.5	0.498	rgb(222,122,123)	1.9918	None
Bbx	Gstm1	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	2,2
Bcl11b	Syde2	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Bcl6	Fbxo44	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	None
Bcl6	Rapsn	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	None
Cebpb	BC021614	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	None
Cic	Abi3	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	2,2
Cic	Rragd	0.84208	50.5	0.495	rgb(222,122,123)	1.9918	2,2
Cux1	Stk39	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	2,2
Dbp	Nucb2	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	2,2
Esr1	H2afy2	0.84208	50.5	0.495	rgb(222,122,123)	1.9918	2,2
Ets1	Rgs19	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	None
Ets1	Zfp239	0.84208	50.5	0.501	rgb(223,121,122)	1.9918	None
Fos	Trpv2	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	None
Fosb	Nfat5	0.84208	50.5	0.498	rgb(222,122,123)	1.9918	None
Fosl1	Ccdc92	0.84208	50.5	0.5	rgb(223,121,122)	1.9918	2,2
Fosl1	Ccr2	0.84208	50.5	0.501	rgb(223,121,122)	1.9918	None
Fosl1	Eno3	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	None
Fosl2	Fbxo2	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	None
Foxa1	Gart	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	None
Foxa1	Plcxd1	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	None
Foxf2	Arhgef6	0.84208	50.5	0.5	rgb(223,121,122)	1.9918	None
Foxf2	Otx1	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
Foxf2	Plxnc1	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	2,2
Foxj1	Abhd4	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	2,2
Foxn2	Sell	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	None
Foxo3	Clec2g	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	None
Foxo3	Lgals1	0.84208	50.5	0.5	rgb(223,121,122)	1.9918	None
Foxo3	Prr5l	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	None
Foxo3	Znhit6	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	None
Foxq1	Trat1	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	None
Gata1	Cxcl3	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	2,2
Gata1	Sertad3	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	None
Glis1	Mpp1	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
Gtf2ird1	Epb4.1l4a	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	2,2
Hhex	Ppfibp2	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	None
Hhex	Trpm6	0.84208	50.5	0.5	rgb(223,121,122)	1.9918	None
Hif1a	Bmpr1a	0.84208	50.5	0.501	rgb(223,121,122)	1.9918	2,2
Hif1a	Muc2	0.84208	50.5	0.498	rgb(222,122,123)	1.9918	2,2
Hif3a	Pla2g4f	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Hlx	Ispd	-0.84208	50.5	-5.0E-01	rgb(110,152,236)	1.9918	2,2
Hoxd4	S1pr1	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	None
Irf2	Stk4	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	None
Irf7	Tor3a	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	None
Irf8	Klf4	0.84208	50.5	0.498	rgb(222,122,123)	1.9918	2,2
Isl2	Ifitm5	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	2,2
Jun	Lonp2	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	None
Jun	Snx11	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	2,2
Klf12	Pmm1	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	None
Klf3	Batf3	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	2,2
Klf4	Ablim2	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	None
Klf4	Ston1	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	None
Klf5	Neurl1b	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	None
Klf7	Sertad3	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	None
Lcor	Tnf	0.84208	50.5	0.5	rgb(223,121,122)	1.9918	None
Lin54	Anln	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	None
Lin54	Impdh1	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Mlxipl	Mycn	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Mycn	Znhit6	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	None
Nfatc2	Dgkk	0.84208	50.5	0.495	rgb(222,122,123)	1.9918	2,2
Nfatc2	Myh10	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
Nfia	Dapl1	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	None
Nfkb2	Armcx6	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	2,2
Nhlh1	Akirin1	0.84208	50.5	0.501	rgb(223,121,122)	1.9918	None
Nkx3-1	Cxcr6	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	None
Nkx3-1	Cyp51	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	None
Npas2	Tmed3	0.84208	50.5	0.498	rgb(222,122,123)	1.9918	2,2
Nr1d1	Dgkg	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	None
Nr1d1	Pkp3	0.84208	50.5	0.495	rgb(222,122,123)	1.9918	None
Nr1i3	Tnk2	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	None
Nr3c1	Dhrs3	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	None
Nr4a1	Actn1	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	2,2
Nr4a2	Celf2	0.84208	50.5	0.505	rgb(223,121,122)	1.9918	None
Nr4a3	Itgb8	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	None
Nr4a3	Plod3	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	None
Ovol1	Ifih1	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Ovol1	Vegfa	-0.84208	50.5	-5.0E-01	rgb(109,152,236)	1.9918	2,2
Ovol1	Zfp652	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	2,2
Patz1	Ndrg2	-0.84208	50.5	-5.0E-01	rgb(107,150,236)	1.9918	None
Plag1	Hemk1	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	None
Pou2f2	Utrn	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	None
Pou3f1	Tubgcp5	0.84208	50.5	0.495	rgb(222,122,123)	1.9918	None
Pou6f1	Tmem176a	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	2,2
Prox1	Dixdc1	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	2,2
Rel	Ergic1	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	None
Rel	Pkp4	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	2,2
Rela	Cd4	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	None
Relb	Bend4	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	2,2
Relb	Ccr1l1	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
Rest	AA467197	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	None
Rfx2	Nln	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	None
Rora	Ndst1	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	2,2
Rreb1	BC065397	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	None
Runx1	Bend6	0.84208	50.5	0.5	rgb(223,121,122)	1.9918	None
Runx1	Ripk2	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	None
Runx1	Serpinf1	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	2,2
Smad3	Apol9a	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
Snai3	Gbp11	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	None
Sox15	Ccdc50	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	None
Sox5	Armcx6	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	None
Sox6	Kcnq2	0.84208	50.5	0.505	rgb(223,121,122)	1.9918	2,2
Sp3	Itpka	0.84208	50.5	0.5	rgb(223,121,122)	1.9918	None
Srf	Pld2	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	None
Srf	Slc30a1	0.84208	50.5	0.5	rgb(223,121,122)	1.9918	None
Stat1	Gimap8	0.84208	50.5	0.501	rgb(223,121,122)	1.9918	2,2
Stat1	Treml2	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	None
Stat3	Il21	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	None
Stat3	Timp1	0.84208	50.5	0.495	rgb(222,122,123)	1.9918	2,2
Stat4	Gstt1	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	2,2
Stat4	Kbtbd11	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	None
Stat5b	March3	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	None
Tcf7l2	Tex15	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	None
Tead1	Mylk2	0.84208	50.5	0.495	rgb(222,122,123)	1.9918	2,2
Tead3	Ccr2	0.84208	50.5	0.499	rgb(222,122,123)	1.9918	None
Tet1	C630043F03Rik	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	None
Thra	Bok	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	2,2
Trerf1	Antxr2	0.84208	50.5	0.501	rgb(223,121,122)	1.9918	None
Zbtb33	Rnf181	-0.84208	50.5	-5.0E-01	rgb(108,150,236)	1.9918	None
Zbtb33	Vdr	0.84208	50.5	0.505	rgb(223,121,122)	1.9918	None
Zbtb7a	Arhgap26	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	None
Zbtb7c	Usp35	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	None
Zfhx2	Sulf2	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	2,2
Zfp148	Mecr	-0.84208	50.5	-5.0E-01	rgb(108,150,236)	1.9918	None
Zfp148	Wrnip1	-0.84208	50.5	-5.0E-01	rgb(109,152,236)	1.9918	2,2
Zfp202	Ccdc3	-0.84208	50.5	-5.0E-01	rgb(109,152,236)	1.9918	2,2
Zfp202	Smg5	-0.84208	50.5	-5.0E-01	rgb(109,152,236)	1.9918	2,2
Zfp219	H2afx	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	None
Zfp263	Bcl2l14	0.84208	50.5	0.501	rgb(223,121,122)	1.9918	None
Zscan10	Pou2f2	0.84208	50.5	0.505	rgb(223,121,122)	1.9918	None
C030039L03Rik	Muc2	0.84208	50.5	0.495	rgb(222,122,123)	1.9918	2,2
Csrnp1	Fosl2	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	2,2
Csrnp1	Gm6225	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	2,2
Dach2	Gatsl3	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	2,2
Dpf1	Fbxo10	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	2,2
Dpf1	Selenbp1	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	2,2
Drap1	2900060B14Rik	0.84208	50.5	0.498	rgb(222,122,123)	1.9918	2,2
Eea1	Ece1	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	2,2
Foxp1	St8sia6	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	2,2
Hmgb3	Arc	0.84208	50.5	0.495	rgb(222,122,123)	1.9918	2,2
Kdm5b	Tmem184b	-0.84208	50.5	-5.0E-01	rgb(110,152,236)	1.9918	2,2
L3mbtl3	1110057K04Rik	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
L3mbtl3	Dpy19l3	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Lyl1	Naga	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
Mbnl2	Heca	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	2,2
Phf20	Parp9	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	2,2
Plscr1	Slc1a4	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	2,2
Pou5f2	Aspn	0.84208	50.5	0.505	rgb(223,121,122)	1.9918	2,2
Rlf	Narf	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
Satb1	Gprc5a	0.84208	50.5	0.498	rgb(222,122,123)	1.9918	2,2
Satb1	Il18r1	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	2,2
Satb2	Lin28b	0.84208	50.5	0.5	rgb(223,121,122)	1.9918	2,2
Sgsm2	Nsmaf	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
Skil	Cenpw	-0.84208	50.5	-5.0E-01	rgb(109,152,236)	1.9918	2,2
Skil	Slco4a1	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Sp6	Plxnd1	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	2,2
St18	Hapln1	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
Terf1	Nudt4	0.84208	50.5	0.504	rgb(223,121,122)	1.9918	2,2
Trps1	Gpr65	0.84208	50.5	0.496	rgb(222,122,123)	1.9918	2,2
Zbtb46	Pla2g4f	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	2,2
Zbtb46	Rhod	0.84208	50.5	0.502	rgb(223,121,122)	1.9918	2,2
Zeb2	Abcb4	0.84208	50.5	0.498	rgb(222,122,123)	1.9918	2,2
Zfp35	Sfmbt2	0.84208	50.5	0.501	rgb(223,121,122)	1.9918	2,2
Zfp358	Kcnj14	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Zfp414	Rab4b	0.84208	50.5	0.501	rgb(223,121,122)	1.9918	2,2
Zfp426	Gpr34	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	2,2
Zfp516	Lmtk3	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	2,2
Zfp629	Tmem136	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	2,2
Zfp760	Gm16386	0.84208	50.5	0.501	rgb(223,121,122)	1.9918	2,2
Zfp777	Fkrp	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	2,2
Zfp831	Cd24a	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Zfp831	Vdac1	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	2,2
Zfp868	Orm2	0.84208	50.5	0.503	rgb(223,121,122)	1.9918	2,2
Zfp882	Proz	0.84208	50.5	0.497	rgb(222,122,123)	1.9918	2,2
Zfp933	Sla2	-0.84208	50.5	-5.0E-01	rgb(108,151,236)	1.9918	2,2
Zfp956	Bambi	0.84208	50.5	0.498	rgb(222,122,123)	1.9918	2,2
Zhx2	Wwp1	-0.84208	50.5	-5.0E-01	rgb(109,151,236)	1.9918	2,2
Zkscan17	Mgat4b	0.84208	50.5	0.5	rgb(222,122,123)	1.9918	2,2
Lyl1	Slc39a14	0.84208	50.5	0.63	rgb(224, 97, 98)	1.9918	None
Tal2	Slc39a14	0.84208	50.5	0.63	rgb(224, 97, 98)	1.9918	None
Ar	Il1a	0.83792	50.49	0.488	rgb(222,124,125)	1.9916	None
Ar	Syce2	0.83792	50.49	0.493	rgb(222,123,124)	1.9916	None
Arid3a	Ctss	-0.83792	50.49	-4.9E-01	rgb(111,152,236)	1.9916	None
Arid3a	Zfp426	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	None
Atf3	Syn1	0.83792	50.49	0.491	rgb(222,123,124)	1.9916	2,2
Bbx	Ifnar1	-0.83792	50.49	-4.9E-01	rgb(111,152,236)	1.9916	2,2
Bcl11b	Plcl1	0.83792	50.49	0.492	rgb(222,123,124)	1.9916	None
Bcl11b	Smad3	-0.83792	50.49	-4.9E-01	rgb(111,152,236)	1.9916	2,2
Bcl11b	Tg	0.83792	50.49	0.49	rgb(222,123,124)	1.9916	None
Bcl6	Sash3	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	None
Bhlhe40	Bmp2k	0.83792	50.49	0.486	rgb(222,124,125)	1.9916	None
Cebpb	Hmox1	0.83792	50.49	0.486	rgb(222,124,125)	1.9916	None
Cebpb	Spry2	0.83792	50.49	0.492	rgb(222,123,124)	1.9916	None
Cebpb	Trib3	0.83792	50.49	0.49	rgb(222,123,124)	1.9916	None
Cic	Nipal1	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	None
Creb1	Tsc22d3	0.83792	50.49	0.489	rgb(222,124,125)	1.9916	None
Creb3l1	Etnk2	0.83792	50.49	0.492	rgb(222,123,124)	1.9916	2,2
Cux1	BC029722	-0.83792	50.49	-4.9E-01	rgb(112,153,235)	1.9916	2,2
Cux1	Dars2	0.83792	50.49	0.491	rgb(222,123,124)	1.9916	2,2
Cux1	Vrk2	0.83792	50.49	0.492	rgb(222,123,124)	1.9916	None
Dbp	Nedd9	0.83792	50.49	0.49	rgb(222,123,124)	1.9916	None
E2f1	Mir343	0.83792	50.49	0.49	rgb(222,123,124)	1.9916	None
Egr1	Abcd3	0.83792	50.49	0.485	rgb(222,124,125)	1.9916	None
Egr1	Pnkd	0.83792	50.49	0.488	rgb(222,124,125)	1.9916	None
Egr2	F3	0.83792	50.49	0.493	rgb(222,123,124)	1.9916	None
Elf1	Sbno2	-0.83792	50.49	-4.9E-01	rgb(110,152,236)	1.9916	None
Foxb1	Cnih3	-0.83792	50.49	-4.9E-01	rgb(111,153,235)	1.9916	2,2
Foxh1	Nqo2	-0.83792	50.49	-4.9E-01	rgb(110,152,236)	1.9916	2,2
Foxh1	Txk	0.83792	50.49	0.492	rgb(222,123,124)	1.9916	2,2
Foxj1	Cln5	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	None
Foxn3	Sh2d3c	-0.83792	50.49	-4.9E-01	rgb(111,152,236)	1.9916	2,2
Foxo3	Pogz	-0.83792	50.49	-4.9E-01	rgb(111,153,236)	1.9916	None
Foxo3	Sertad3	0.83792	50.49	0.487	rgb(222,124,125)	1.9916	None
Foxp3	Wisp1	0.83792	50.49	0.495	rgb(222,122,123)	1.9916	None
Foxs1	Gbp5	0.83792	50.49	0.485	rgb(222,124,125)	1.9916	None
Gata1	Chd7	0.83792	50.49	0.489	rgb(222,124,125)	1.9916	None
Gata1	Gstm1	0.83792	50.49	0.495	rgb(222,122,123)	1.9916	2,2
Gli3	Ccdc63	0.83792	50.49	0.49	rgb(222,123,124)	1.9916	None
Glis3	Dapl1	0.83792	50.49	0.486	rgb(222,124,125)	1.9916	None
Hdx	Notch2	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	2,2
Heyl	Zfp629	-0.83792	50.49	-4.9E-01	rgb(112,153,235)	1.9916	2,2
Hmg20b	Gart	0.83792	50.49	0.485	rgb(222,124,125)	1.9916	2,2
Hoxb1	Syngr3	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	2,2
Hsf2	Ablim3	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	None
Ikzf4	Rasgrp4	-0.83792	50.49	-4.9E-01	rgb(110,152,236)	1.9916	2,2
Irf1	Nrip3	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	None
Irf2	Pacsin1	0.83792	50.49	0.487	rgb(222,124,125)	1.9916	2,2
Irf2	Samd9l	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	None
Irf4	Mndal	0.83792	50.49	0.487	rgb(222,124,125)	1.9916	None
Irf9	Cmpk2	0.83792	50.49	0.487	rgb(222,124,125)	1.9916	2,2
Irf9	Ifit2	0.83792	50.49	0.488	rgb(222,124,125)	1.9916	2,2
Isl2	Fau	-0.83792	50.49	-4.9E-01	rgb(112,153,235)	1.9916	2,2
Jdp2	Kcnj14	0.83792	50.49	0.491	rgb(222,123,124)	1.9916	2,2
Junb	Fosl2	0.83792	50.49	0.491	rgb(222,123,124)	1.9916	None
Junb	Olfm2	0.83792	50.49	0.495	rgb(222,123,124)	1.9916	None
Klf4	Dnmt3a	-0.83792	50.49	-4.9E-01	rgb(111,152,236)	1.9916	None
Klf5	Mapk7	0.83792	50.49	0.491	rgb(222,123,124)	1.9916	None
Klf7	Capn5	0.83792	50.49	0.488	rgb(222,124,125)	1.9916	None
Klf8	Plekha2	0.83792	50.49	0.486	rgb(222,124,125)	1.9916	None
Klf9	Fam129a	-0.83792	50.49	-4.9E-01	rgb(112,153,235)	1.9916	None
Lcor	Pgs1	-0.83792	50.49	-4.9E-01	rgb(110,152,236)	1.9916	2,2
Lcor	Plxdc2	0.83792	50.49	0.486	rgb(222,124,125)	1.9916	None
Lcor	S100a13	0.83792	50.49	0.487	rgb(222,124,125)	1.9916	None
Lef1	Siah3	0.83792	50.49	0.495	rgb(222,123,124)	1.9916	2,2
Maf	Sytl1	0.83792	50.49	0.493	rgb(222,123,124)	1.9916	None
Maf	Upp1	0.83792	50.49	0.489	rgb(222,124,125)	1.9916	None
Meis1	Ubtd1	0.83792	50.49	0.487	rgb(222,124,125)	1.9916	None
Msc	Ddx43	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	2,2
Msx2	Tnfrsf25	0.83792	50.49	0.488	rgb(222,124,125)	1.9916	None
Mxi1	Adck1	0.83792	50.49	0.493	rgb(222,123,124)	1.9916	None
Myc	Pik3ip1	-0.83792	50.49	-4.9E-01	rgb(111,152,236)	1.9916	None
Myc	Trib3	0.83792	50.49	0.488	rgb(222,124,125)	1.9916	None
Nfat5	Slc41a2	0.83792	50.49	0.489	rgb(222,124,125)	1.9916	None
Nfatc1	Eif4e3	-0.83792	50.49	-4.9E-01	rgb(110,152,236)	1.9916	None
Nfatc1	Fam189b	-0.83792	50.49	-4.9E-01	rgb(111,153,236)	1.9916	2,2
Nfe2l2	Ptpn2	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	None
Nkx3-1	Cmah	0.83792	50.49	0.489	rgb(222,124,125)	1.9916	None
Nr4a3	Rab11fip1	0.83792	50.49	0.492	rgb(222,123,124)	1.9916	None
Pknox1	Zfp945	0.83792	50.49	0.492	rgb(222,123,124)	1.9916	2,2
Plagl2	Gbp2	-0.83792	50.49	-4.9E-01	rgb(110,152,236)	1.9916	2,2
Pou2f2	Impdh1	-0.83792	50.49	-4.9E-01	rgb(110,152,236)	1.9916	None
Pou2f2	Vrk2	0.83792	50.49	0.489	rgb(222,124,125)	1.9916	None
Pou3f1	0610007P14Rik	-0.83792	50.49	-4.9E-01	rgb(111,152,236)	1.9916	2,2
Pou3f1	Nsg2	0.83792	50.49	0.492	rgb(222,123,124)	1.9916	None
Pparg	Glipr2	-0.83792	50.49	-4.9E-01	rgb(110,152,236)	1.9916	None
Prdm1	Son	-0.83792	50.49	-4.9E-01	rgb(111,153,235)	1.9916	None
Prox1	Cwh43	0.83792	50.49	0.485	rgb(222,124,125)	1.9916	2,2
Rarg	Gpr146	0.83792	50.49	0.493	rgb(222,123,124)	1.9916	None
Rela	Trim36	0.83792	50.49	0.486	rgb(222,124,125)	1.9916	None
Relb	Fhod3	0.83792	50.49	0.491	rgb(222,123,124)	1.9916	None
Relb	Ier3	0.83792	50.49	0.492	rgb(222,123,124)	1.9916	None
Rest	Maged2	0.83792	50.49	0.485	rgb(222,124,125)	1.9916	None
Rest	Wdr54	0.83792	50.49	0.486	rgb(222,124,125)	1.9916	None
Rfx2	Ubiad1	0.83792	50.49	0.485	rgb(222,124,125)	1.9916	2,2
Rfx7	Lama5	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	2,2
Rorc	Ern1	0.83792	50.49	0.488	rgb(222,124,125)	1.9916	2,2
Rreb1	Lrp12	-0.83792	50.49	-4.9E-01	rgb(111,153,235)	1.9916	None
Rreb1	Tsc1	0.83792	50.49	0.486	rgb(222,124,125)	1.9916	None
Rreb1	Ttll9	0.83792	50.49	0.493	rgb(222,123,124)	1.9916	None
Runx2	Sbno2	-0.83792	50.49	-4.9E-01	rgb(110,152,236)	1.9916	None
Smad4	F730043M19Rik	0.83792	50.49	0.49	rgb(222,123,124)	1.9916	2,2
Smad4	Prss12	0.83792	50.49	0.491	rgb(222,123,124)	1.9916	2,2
Snai3	Map3k6	0.83792	50.49	0.486	rgb(222,124,125)	1.9916	2,2
Sp140	Heatr1	0.83792	50.49	0.494	rgb(222,123,124)	1.9916	None
Srebf1	Kif3a	0.83792	50.49	0.487	rgb(222,124,125)	1.9916	None
Srebf2	5330426P16Rik	0.83792	50.49	0.491	rgb(222,123,124)	1.9916	2,2
